"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2115","@Wayward888 @wesleyarts @RandPaul PLEASE, a few dozen people came down with the swine flu and BO used it.  You’re k… https://t.co/sIwnehjpND",FALSE,0,"Wayward888",2019-03-07 22:18:06,TRUE,"1103780573036859393","1103781898575380481","109089475","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IsItPeaceJehu",0,FALSE,FALSE,NA,NA
"2116","@Valkyrae You may have the Flu. It's pretty widespread atm. Don't hesitate to go in for a check up, not something y… https://t.co/5MpiI6yxzs",FALSE,0,"Valkyrae",2019-03-07 22:17:34,TRUE,"1103728400173170688","1103781764080775174","2708191476","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DarkxyzYT",0,FALSE,FALSE,NA,NA
"2117","@aalekefs @vgfromdg Ill pull out my Flu Game 12s",FALSE,0,"aalekefs",2019-03-07 22:17:23,FALSE,"1103781543703650305","1103781718962642944","34162756","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBeatGeneral",0,FALSE,FALSE,NA,NA
"2118","A late flu outbreak is about to hit hard, CDC warns https://t.co/9fUwLJMZ0J",FALSE,0,NA,2019-03-07 22:17:09,FALSE,NA,"1103781657214099457",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DoNotGiveUpHope",0,FALSE,FALSE,NA,NA
"2119","Whom ever gave me this flu, I’m gonna straight murder you when I’m done dying and stuff.  <U+0001F637><U+0001F595><U+0001F3FB>",FALSE,0,NA,2019-03-07 22:16:46,FALSE,NA,"1103781563509157889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CMH1975",0,FALSE,FALSE,NA,NA
"2120","@Rvwls6 @balogun___ Thank God the Arsenal flu didn’t catch you <U+0001F602>",FALSE,0,"Rvwls6",2019-03-07 22:16:37,FALSE,"1103765037649457158","1103781523071864832","1567584662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","victoryobi",0,FALSE,FALSE,NA,NA
"2121","CDC warns 'second wave' of the flu is here https://t.co/Y14mC0aG6X",FALSE,0,NA,2019-03-07 22:16:11,FALSE,NA,"1103781414758162433",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DoNotGiveUpHope",0,FALSE,FALSE,NA,NA
"2122","Nothing says “end of winter” quite like the flu <U+0001F637><U+0001F912>",FALSE,0,NA,2019-03-07 22:15:45,FALSE,NA,"1103781308986245120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sammysweetyy",0,FALSE,FALSE,NA,NA
"2123","@pinknovacanes @classysteez fuck flu shots! i’ll get sick and get over it <U+0001F607>",FALSE,0,"pinknovacanes",2019-03-07 22:15:28,FALSE,"1103755097887010816","1103781235648749568","2308159962","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heylauraaaaaa",0,FALSE,FALSE,NA,NA
"2124","SHOCKING! 
FLU DEATHS IN CONNECTICUT UP TO 40! 
GET A FLU SHOT!!",FALSE,0,NA,2019-03-07 22:13:15,FALSE,NA,"1103780677214969856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roy_rutanen",0,FALSE,FALSE,NA,NA
"2125","Not sure if it's a cold or the flu? Here are ways to tell the difference: https://t.co/Ay7JuOsIPD",FALSE,2,NA,2019-03-07 22:13:01,FALSE,NA,"1103780618096254977",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","sambucolusa",0,FALSE,FALSE,NA,NA
"2126","It’s change of season, the time when sleep gets affected, cold and flu’s appear and we say good bye to a very hot s… https://t.co/Y1lMYObMvn",FALSE,0,NA,2019-03-07 22:13:00,TRUE,NA,"1103780616296976386",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","healthylani",0,FALSE,FALSE,NA,NA
"2127","if this hasn’t been me all week i’ve had the flu since saturday and i’m just no me feelin a little better https://t.co/di53jlgmFG",FALSE,1,NA,2019-03-07 22:11:12,FALSE,NA,"1103780161022033921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__elease_",0,FALSE,FALSE,NA,NA
"2128","@Earthtenant @ChrisJZullo However, influenza viruses mutate often enough that having been infected once might not k… https://t.co/bbhlXsB9IS",FALSE,1,"Earthtenant",2019-03-07 22:09:55,TRUE,"1102766837341802501","1103779839096561668","112808088","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stlkatydid",1,FALSE,FALSE,NA,NA
"2129","Why Do We Need Yearly Flu Shots, but Not Measles Shots? https://t.co/rLQuKLk0rW via @YouTube",FALSE,0,NA,2019-03-07 22:09:55,FALSE,NA,"1103779838920454144",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RandalCaffarel",0,FALSE,FALSE,NA,NA
"2130","SHOCKING! FLU DEATHS IN CONNECTICUT UP TO 40! GET A FLU SHOT!!",FALSE,0,NA,2019-03-07 22:09:08,FALSE,NA,"1103779641322545153",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","roy_rutanen",0,FALSE,FALSE,NA,NA
