"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","And @rosadelauro's statement: DeLauro Statement on HHS Transferring $385 Million to Unaccompanied Children Program… https://t.co/0EWSg6OVOq",FALSE,0,"DonnaYoungDC",2019-03-08 21:46:08,TRUE,"1104121031462174720","1104136241803612160","593813785","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"20","Listen! Influenza &amp; Pneumonia are NO JOKE! Get your annual Flu shot &amp; if ur over 65, get ur Pneumonia vaccine. If u… https://t.co/6ZRxcvDqNh",FALSE,0,NA,2019-03-08 21:38:53,TRUE,NA,"1104134416987770881",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cyn190",0,FALSE,FALSE,NA,NA
"21","@melifix @PolitiBunny @El_Influenza @Johnny_Joey @Patriot_Musket Thanks a million, Mel.",FALSE,1,"melifix",2019-03-08 21:35:51,FALSE,"1104133349772189696","1104133651879596032","790467060","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WayneMcCabe1",0,FALSE,FALSE,NA,NA
"22","#5 is out and #6 is in.    #knee. #kneepain   #knee-replacement. @PolitiBunny @melifix  @El_Influenza  @Johnny_Joey… https://t.co/4WZ8jpCgaW",FALSE,2,NA,2019-03-08 21:33:30,TRUE,NA,"1104133061564862464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WayneMcCabe1",0,FALSE,FALSE,NA,NA
"23","Tennessee horses returning from out-of-state events test positive for equine influenza
https://t.co/9gG83NpW9A",FALSE,3,NA,2019-03-08 21:25:03,FALSE,NA,"1104130936831119360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NC5",0,FALSE,FALSE,NA,NA
"24","""We're still having flu. And we're still seeing a steady stream of patients who are being admitted to hospital with… https://t.co/M4H6iPUos6",FALSE,0,NA,2019-03-08 21:25:00,TRUE,NA,"1104130922767630336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KSLcom",0,FALSE,FALSE,NA,NA
"25","@GCross_CEO Sounds like you have influenza",FALSE,0,"GCross_CEO",2019-03-08 21:19:10,FALSE,"1104127191359590401","1104129454647980032","2377617601","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marissagal69",0,FALSE,FALSE,NA,NA
"26","Influenza activity remains the same since last week in the District for Week 9 (February 24, 2019 – March 2, 2019).… https://t.co/IOt7ezq3Rc",FALSE,0,NA,2019-03-08 20:42:28,TRUE,NA,"1104120218681524224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_DCHealth",0,FALSE,FALSE,NA,NA
"27","Due to an uptick in influenza cases in the community and throughout the state, we have implemented temporary visito… https://t.co/vBTJ3Hvug8",FALSE,0,NA,2019-03-08 20:33:01,TRUE,NA,"1104117839445872641",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","winonahealth",0,FALSE,FALSE,NA,NA
"28","U.S. Government Pays Out Millions to Flu Shot Victims Killed or Paralyzed by Influenza Vaccine https://t.co/rFBKvQv6mA",FALSE,0,NA,2019-03-08 20:08:27,FALSE,NA,"1104111660099264512",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Nightime1",0,FALSE,FALSE,NA,NA
"29","I can vouch for this as one of my own kiddos (who got the flu shot) has Influenza!! https://t.co/Cbcx1UvznT",FALSE,0,NA,2019-03-08 19:50:27,FALSE,NA,"1104107127851966464",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RNinja2021",0,FALSE,FALSE,NA,NA
"30","@tpwky @epidemicerin @theedubs would you say Norovirus is covered under the Flu(h1n1)? Or would you consider doing… https://t.co/6nDyFOo5aX",FALSE,0,"tpwky",2019-03-08 19:42:39,TRUE,NA,"1104105164271685632","917037934401982465","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EDGAurora",0,FALSE,FALSE,NA,NA
"31","In the final weeks of winter, we are still seeing influenza activity in Douglas County, and we encourage people to… https://t.co/V1L9uVltCV",FALSE,0,NA,2019-03-08 19:40:22,TRUE,NA,"1104104592047071234",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LDCHEALTH",1,FALSE,FALSE,NA,NA
"32","@cupton1 @CDCgov These are CDC data for the US. PHAC's FluWatch comes out Friday's too. https://t.co/95uHdPCBMN",FALSE,0,"cupton1",2019-03-08 19:34:43,FALSE,"1104100911801163776","1104103168043036672","15249699","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HelenBranswell",0,FALSE,FALSE,NA,NA
"33","Flu may have peaked, but experts eye jump in nastier strain 
-https://t.co/XtynQuZ1AK
- The Western Journal
WJ Wire… https://t.co/s9CdpRmRg1",FALSE,0,NA,2019-03-08 19:24:48,TRUE,NA,"1104100673589788672",NA,"<a href=""http://fullmagazine.us/"" rel=""nofollow"">FullMagazine</a>","FullMagazineUS",0,FALSE,FALSE,NA,NA
"34","Learn more about @AbtAssociates' work and impact on the understanding of flu and flu vaccines:… https://t.co/WH4ne7JCic",FALSE,1,NA,2019-03-08 19:17:05,TRUE,NA,"1104098730603622401",NA,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","MainePHA",1,FALSE,FALSE,NA,NA
"35","@keira_blackwood I got kicked on my butt by Strains A &amp; B of Influenza and then pneumonia on top of that.  In the h… https://t.co/XzbPQBUJMi",FALSE,0,"keira_blackwood",2019-03-08 19:08:51,TRUE,"1103659733364424704","1104096660010004480","4760509695","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","keeperbookshelf",0,FALSE,FALSE,NA,NA
"36","@TheJarlequin The estimated AVERAGE total economic burden of influenza is $11.2 billion each year, including the co… https://t.co/3J3ZOmJuk5",FALSE,1,"TheJarlequin",2019-03-08 18:59:36,TRUE,"1104086801097125889","1104094333463080962","995030871651602440","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PublicHealthUMN",0,FALSE,FALSE,NA,NA
"37","The Journal of @WPI recorded in its class notes that Wyman died 12/1918 ""of influenza, in London, where she had bee… https://t.co/HIRENGXQT4",FALSE,0,"Worcester_Aud",2019-03-08 18:57:03,TRUE,"1104093687645130752","1104093688450465792","1064630164783595521","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Worcester_Aud",1,FALSE,FALSE,NA,NA
"38","The William Ward Genealogy states that Norcross died 10/1918 at Camp Dix in #NJ: ""During the World War she held the… https://t.co/eqgfN4WK2o",FALSE,0,"Worcester_Aud",2019-03-08 18:57:02,TRUE,"1104093682167365632","1104093687645130752","1064630164783595521","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Worcester_Aud",0,FALSE,FALSE,NA,NA
"39","Update ECDC/WHO - Influenza activity was widespread in the European Region in week 9 - Influenza type A virus detec… https://t.co/W9LmkzqZNF",FALSE,0,NA,2019-03-08 18:49:10,TRUE,NA,"1104091706553704448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GertvanderHoek",0,FALSE,FALSE,NA,NA
"40","A small-molecule fusion inhibitor of influenza virus is orally active in mice – Science Magazine… https://t.co/HDJnwJ4mmN",FALSE,0,NA,2019-03-08 18:48:43,TRUE,NA,"1104091591835152384",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","WorldWeeklyNew2",0,FALSE,FALSE,NA,NA
"41","Dear @Gaughran4Senate it was a pleasure to attend yesterday’s Town Hall, I hope you reconsider your stance on SB299… https://t.co/5i6SULitqO",FALSE,3,NA,2019-03-08 18:47:07,TRUE,NA,"1104091189156945925",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NICUBatman",0,FALSE,FALSE,NA,NA
"42","Tennessee horses returning from out-of-state events test positive for equine influenza https://t.co/fmqyz2qffv",FALSE,1,NA,2019-03-08 18:43:25,FALSE,NA,"1104090261179764738",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NC5",4,FALSE,FALSE,NA,NA
"43","Capsulated bacteria
“Some Bacteria Have An Effective Paste Surrounding Membrane Yielding Pseudo Fort, Bypassing Kil… https://t.co/JrUEGY28ru",FALSE,1,NA,2019-03-08 18:42:27,TRUE,NA,"1104090014093201409",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","master_usmle_rv",1,FALSE,FALSE,NA,NA
"44","Bronchitis, sinus infection, double ear infection. Boo.

But yay to no Influenza!",FALSE,0,NA,2019-03-08 18:38:44,FALSE,NA,"1104089080583897089",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","klynn75",0,FALSE,FALSE,NA,NA
"45","Been sick with influenza a all week and all I want is some ocharleys potato soup and rolls",FALSE,1,NA,2019-03-08 18:35:24,FALSE,NA,"1104088243010789376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurenkink98",0,FALSE,FALSE,NA,NA
"46","Cool new study in @mbiojounral using network analysis to discover new host factors important for influenza virus re… https://t.co/IWchGMbEuB",FALSE,0,NA,2019-03-08 18:25:10,TRUE,NA,"1104085667599056901",NA,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>","nickwohlge",0,FALSE,FALSE,NA,NA
"47","#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter… https://t.co/I53QBRnyDt",FALSE,0,NA,2019-03-08 18:15:01,TRUE,NA,"1104083113003618305",NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">SEMrush Social Media Tool</a>","EBmedicine",1,FALSE,FALSE,NA,NA
"48","Type A Influenza SUCKS!
that is all.....",FALSE,0,NA,2019-03-08 18:07:48,FALSE,NA,"1104081297016643584",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","NancyLamWraps",0,FALSE,FALSE,NA,NA
"49","This #InternationalWomensDay we remember Hazel Layden, a 14 year old student from @dundascentral who passed away in… https://t.co/6DdEyUbI9Z",FALSE,4,NA,2019-03-08 18:02:08,TRUE,NA,"1104079871305748482",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DundasMuseum",1,FALSE,FALSE,NA,NA
"50","More Severe Strain of Influenza Virus Causing More Illnesses, CDC Says https://t.co/NJKWHhfdm5 https://t.co/r5SiQWLOXE",FALSE,4,NA,2019-03-08 18:00:01,FALSE,NA,"1104079335672201217",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","APIC",3,FALSE,FALSE,NA,NA
"51","The #CDC flu map for Week 9 - ending March 2 - shows just a couple of states (Vermont and Hawaii) without widesprea… https://t.co/pvgO31TdEt",FALSE,0,NA,2019-03-08 17:52:55,TRUE,NA,"1104077549607534593",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MMCAP_Online",0,FALSE,FALSE,NA,NA
"52","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reporte… https://t.co/uztbu5Z9eW",FALSE,0,NA,2019-03-08 17:45:15,TRUE,NA,"1104075621888679937",NA,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">Social Media Posting Toolkit</a>","DVGoldCoast",0,FALSE,FALSE,NA,NA
"53","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reporte… https://t.co/gm6YgjnEDD",FALSE,0,NA,2019-03-08 17:45:15,TRUE,NA,"1104075620244512769",NA,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVBridgeport</a>","DVBridgeport",0,FALSE,FALSE,NA,NA
"54","* Flu Deaths * The flu continues to be a scourge in Connecticut, with several more influenza-related deaths reporte… https://t.co/m5XN20DF9P",FALSE,0,NA,2019-03-08 17:45:14,TRUE,NA,"1104075617509785600",NA,"<a href=""http://www.dailyvoice.com"" rel=""nofollow"">SPTK: DVFairfield_N</a>","DVFairfield_N",0,FALSE,FALSE,NA,NA
"55","Are people in your office getting sick? 

It's probably because of all the sick people in your office. 

We talk co… https://t.co/iRk9vvEcWR",FALSE,10,NA,2019-03-08 17:45:12,TRUE,NA,"1104075610765303809",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NerdettePodcast",1,FALSE,FALSE,NA,NA
"56","Terrific discussion of the impact of obesity on influenza viral host-pathogen interactions with Dr Stacey Schultz-C… https://t.co/Ht8y3M73D8",FALSE,2,NA,2019-03-08 17:38:12,TRUE,NA,"1104073845022040065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PIDSociety",0,FALSE,FALSE,NA,NA
"57","#Flu season isn’t over yet! Our latest #biomerieuxconnection article summarizes the @CDCgov Week 8 Influenza Survei… https://t.co/7hp8GRqaPP",FALSE,3,NA,2019-03-08 17:30:06,TRUE,NA,"1104071807282352129",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","biomerieux_inc",1,FALSE,FALSE,NA,NA
"58","Superconnectors come in five flavors: Influencer Influenza  https://t.co/64DixsKT65",FALSE,0,NA,2019-03-08 17:04:22,FALSE,NA,"1104065333227339776",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","gordonhochhalte",0,FALSE,FALSE,NA,NA
"59","Equine influenza found in Tennessee horses - https://t.co/I0A3ECJP0u",FALSE,0,NA,2019-03-08 16:58:56,FALSE,NA,"1104063965074726913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LJLMD",0,FALSE,FALSE,NA,NA
"60","Health officials this week recorded Vermont's first pediatric influenza death since 2003
https://t.co/mwGiB1Y9fi",FALSE,1,NA,2019-03-08 16:50:00,FALSE,NA,"1104061716676128768",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","vtdigger",3,FALSE,FALSE,NA,NA
"61","Officials are warning horse owners about how to prevent the equine influenza virus from spreading in Tennessee https://t.co/jErP1ppz3f",FALSE,5,NA,2019-03-08 16:47:11,FALSE,NA,"1104061007188631552",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WSMV",3,FALSE,FALSE,NA,NA
"62","Join @ATS_AII for a comprehensive JC “Lung gd T Cells Mediate Protective Responses during Neonatal Influenza Infect… https://t.co/h1xIvKQKS3",FALSE,2,NA,2019-03-08 16:46:29,TRUE,NA,"1104060833263427584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ATS_Assemblies",0,FALSE,FALSE,NA,NA
"63","State Veterinarian: Several Tennessee horses infected with Influenza Virus. https://t.co/xoCyuMQIKx https://t.co/H6FjUZ55SW",FALSE,2,NA,2019-03-08 16:34:37,FALSE,NA,"1104057844154974209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FOXNashville",3,FALSE,FALSE,NA,NA
"64","A pill to banish influenza in the works as scientists invent drug mimicking the immune system  #healthnews https://t.co/ORJhKSM61T",FALSE,0,NA,2019-03-08 16:30:46,FALSE,NA,"1104056876239589376",NA,"<a href=""http://tamulihealth.com"" rel=""nofollow"">TamuliHealthNew</a>","TamuliHealth",0,FALSE,FALSE,NA,NA
"65","Catch my interview w/ Nancy Bristow about her book, “American Pandemic: The Lost Worlds of the 1918 Influenza Epide… https://t.co/LgsHO4Fdrg",FALSE,3,NA,2019-03-08 16:30:28,TRUE,NA,"1104056800645648384",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","InThePastLane",2,FALSE,FALSE,NA,NA
"66","If you work in healthcare, as a doctor, a nurse, a receptionist, a security guard:

Get your bloody flu shot!

You’… https://t.co/ftRdUEQuYs",FALSE,34,NA,2019-03-08 16:14:48,TRUE,NA,"1104052858272526336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrPChouinard",14,FALSE,FALSE,NA,NA
"67","Collaborative efforts to forecast seasonal influenza in the United States, 2015–2016 | Scientific Reports https://t.co/YtvXIFzKeF",FALSE,0,NA,2019-03-08 16:14:19,FALSE,NA,"1104052737480818688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bermaninstitute",0,FALSE,FALSE,NA,NA
"68","JUST IN: Equine influenza detected in Tennessee, horse owners urged to take precautions: https://t.co/4drnLFDNqq",FALSE,0,NA,2019-03-08 16:09:20,FALSE,NA,"1104051484268916736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","newschannelnine",1,FALSE,FALSE,NA,NA
"69","For more than a decade now, two scientists have been trying to create a deadly human pathogen from avian influenza.… https://t.co/7mmiN05xZ7",FALSE,0,NA,2019-03-08 15:52:36,TRUE,NA,"1104047272990511105",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","sickweather",1,FALSE,FALSE,NA,NA
"70","@MuscuttRachel @NIKKISM27628917 @SheriffChody @El_Influenza You are a girl after my own heart! If I had the funds I… https://t.co/lCwLCzBDJO",FALSE,3,"MuscuttRachel",2019-03-08 15:41:49,TRUE,"1103817860072128513","1104044560194392064","979406641547198464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theriw",0,FALSE,FALSE,NA,NA
"71","We're celebrating #InternationalWomensDay with a repost from our blog #archives. Women played a crucial role in pro… https://t.co/w6YsvOvaye",FALSE,9,NA,2019-03-08 15:18:06,TRUE,NA,"1104038590592544770",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GreatWarCentre",6,FALSE,FALSE,NA,NA
"72","What #Vaccines Does #Medicare Part D Cover? #PDP #influenza #shingles #tetanus #pneumonia https://t.co/NMtv0mDCqw",FALSE,0,NA,2019-03-08 15:07:58,FALSE,NA,"1104036040170504193",NA,"<a href=""https://coschedule.com"" rel=""nofollow"">CoSchedule</a>","MedicareFAQ",0,FALSE,FALSE,NA,NA
"73","Compared to most disease-causing viruses, influenza is a particularly hard nut to crack. To evade the flu virus, we… https://t.co/ZTwrC5jSPX",FALSE,0,NA,2019-03-08 15:05:16,TRUE,NA,"1104035359866974209",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","PharPoint",0,FALSE,FALSE,NA,NA
"74","@sgrimbly Just heard there are 50 kids on this flight. Screaming bags of influenza.",FALSE,2,"sgrimbly",2019-03-08 15:02:54,FALSE,"1104033988069543937","1104034764393197573","460542252","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BWheelerglobe",0,FALSE,FALSE,NA,NA
"75","Bad #flu seasons test US hospitals https://t.co/xPu3XfOwsq via @GoHealio #FightFlu https://t.co/CWyI8SKQWX",FALSE,0,NA,2019-03-08 15:01:06,FALSE,NA,"1104034311253250055",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NFIDvaccines",0,FALSE,FALSE,NA,NA
"76","@cubewatermelon Also because you've likely contracted some sort of horrible convention influenza.",FALSE,1,"cubewatermelon",2019-03-08 14:32:18,FALSE,"1104026528084643842","1104027064770981888","14483158","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DevourerOfTime",0,FALSE,FALSE,NA,NA
"77","@elioftheveil Ugh I’m so sorry. I had influenza in January and was miserable.",FALSE,2,"elioftheveil",2019-03-08 14:27:55,FALSE,"1103877999248592897","1104025960612089856","863447448949227520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TarmoKat",0,FALSE,FALSE,NA,NA
"78","""The discovery of human broadly neutralizing antibodies (bnAbs) to influenza virus provides hope for the developmen… https://t.co/GBA9QANRTj",FALSE,0,NA,2019-03-08 14:24:59,TRUE,NA,"1104025221835751425",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","subbasegirl",0,FALSE,FALSE,NA,NA
"79","AVISTAT-D Ready To Use Spray Disinfectant Cleaner is effective vs:

Norovirus
Mumps
Hepatitis (A, B, &amp; C)
H3N2 - Av… https://t.co/ssbSIpbI2j",FALSE,2,NA,2019-03-08 14:17:52,TRUE,NA,"1104023433619406849",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","nclonline",3,FALSE,FALSE,NA,NA
"80","@mandiporter @Msstma @NickCatone @RepAdamSchiff Mostly egg allergies to influenza and muscle soreness",FALSE,0,"mandiporter",2019-03-08 14:09:43,FALSE,"1104019407477637123","1104021380574732293","17073795","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JRa_MKE",0,FALSE,FALSE,NA,NA
